rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
9,Zaracho,100079,4,282,True,1.8,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
9,Paulinho Bóia,100333,5,286,True,0.9,0,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
9,Yuri Alberto,100652,5,285,True,-0.7,0,1,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
9,Matheus Henrique,100742,4,284,True,1.4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
9,Liziero,100761,4,276,True,1.5,0,2,6,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
9,Brenno,100830,1,284,True,3.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,Grêmio,Goleiro,gol
9,Lucas Araújo,100844,4,265,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
9,Ronald,100969,4,356,True,0.4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
9,Felipe Marques,101054,5,1371,True,-1.2,1,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
9,Umberto Louzer,101077,6,292,True,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
9,Ferreira,101290,5,284,True,1.4,0,1,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
9,Thonny Anderson,101484,4,265,True,-1.8,1,1,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
9,Pepê,101573,4,1371,True,2.9,0,2,2,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
9,Luiz Henrique,101595,4,356,True,-1.0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
9,Felipe Jonatan,101708,2,277,True,4.3,0,2,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
9,Alerrandro,101715,5,280,True,10.7,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bragantino,Atacante,ata
9,Bruninho,101716,4,286,True,1.7,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
9,Marrony,101717,5,282,True,-0.1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
9,Matheuzinho,101727,2,262,True,3.8,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
9,Diego,101728,3,276,True,-0.4,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
9,Fabinho,101729,5,315,True,2.1,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
9,Guilherme Castilho,101798,4,286,True,-5.8,0,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Juventude,Meia,mei
9,Vitinho,101960,5,293,True,10.1,1,1,0,1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Athlético-PR,Atacante,ata
9,Marquinhos,102292,5,264,True,1.3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Atacante,ata
9,Rafael Elias,102302,5,1371,True,-2.3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
9,Caio Paulista,102318,5,266,True,1.6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Atacante,ata
9,Araos,102352,4,264,True,2.1,0,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
9,Kelvyn,102464,2,354,True,5.1,0,2,2,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ceará,Lateral,lat
