rodada,clube_id,clube_nome,aversario_id,aversario_nome,gols_pro,gols_contra,jogo_id,data_realizacao,hora_realizacao,mandante
22,266,Fluminense,280,Bragantino,,,270492,,,True
22,264,Corinthians,275,Palmeiras,,,270493,,,True
22,276,São Paulo,282,Atlético-MG,,,270494,,,True
22,327,América-MG,262,Flamengo,,,270495,,,True
22,285,Internacional,265,Bahia,,,270496,,,True
22,354,Ceará,315,Chapecoense,,,270497,,,True
22,292,Sport,356,Fortaleza,,,270498,,,True
22,293,Athletico-PR,284,Grêmio,,,270499,,,True
22,286,Juventude,277,Santos,,,270500,,,True
22,373,Atlético-GO,1371,Cuiabá,,,270501,,,True
22,280,Bragantino,266,Fluminense,,,270492,,,False
22,275,Palmeiras,264,Corinthians,,,270493,,,False
22,282,Atlético-MG,276,São Paulo,,,270494,,,False
22,262,Flamengo,327,América-MG,,,270495,,,False
22,265,Bahia,285,Internacional,,,270496,,,False
22,315,Chapecoense,354,Ceará,,,270497,,,False
22,356,Fortaleza,292,Sport,,,270498,,,False
22,284,Grêmio,293,Athletico-PR,,,270499,,,False
22,277,Santos,286,Juventude,,,270500,,,False
22,1371,Cuiabá,373,Atlético-GO,,,270501,,,False
