rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
3,Igor Gomes,100084,4,276,True,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
3,Yuri Alberto,100652,5,285,True,-1.1,1,1,3,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
3,Matheus Henrique,100742,4,284,True,-2.6,1,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
3,Liziero,100761,4,276,True,0.9,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
3,Gabriel Sara,100763,4,276,True,1.2,0,1,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
3,Brenno,100830,1,284,True,2.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Grêmio,Goleiro,gol
3,Luan Cândido,100848,2,280,True,0.5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Lateral,lat
3,Conti,100943,3,265,True,2.5,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Zagueiro,zag
3,Umberto Louzer,101077,6,292,True,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
3,Ferreira,101290,5,284,True,0.7,1,1,0,1,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
3,Ademir,101314,5,327,True,5.3,0,2,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
3,Guga,101319,2,282,True,5.7,0,2,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Lateral,lat
3,Bruno Silva,101422,5,315,True,-2.1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
3,Thonny Anderson,101484,4,265,True,-2.4,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
3,Luiz Henrique,101595,4,356,True,-0.4,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
3,Felipe Jonatan,101708,2,277,True,8.0,0,3,1,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
3,Bruninho,101716,4,286,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
3,Marrony,101717,5,282,True,0.9,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
3,Matheuzinho,101727,2,262,True,8.7,0,4,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
3,Guilherme Castilho,101798,4,286,True,-0.3,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
3,Vitinho,101960,5,293,True,2.4,0,1,2,3,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Atacante,ata
3,Xavier,102067,4,264,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
3,Marquinhos,102292,5,292,True,1.6,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Atacante,ata
3,Mikael,102299,5,292,True,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Atacante,ata
3,Caio Paulista,102318,5,266,True,9.2,0,1,1,1,14,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,Fluminense,Atacante,ata
3,Alyson,102330,2,286,True,7.8,0,3,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Juventude,Lateral,lat
3,Araos,102352,4,264,True,1.9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
3,Helinho,102598,5,280,True,3.7,0,3,0,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
3,Terans,102878,4,293,True,1.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
3,Matheus Teixeira,102907,1,265,True,-0.5,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,Bahia,Goleiro,gol
