rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
7,Zaracho,100079,4,282,True,0.3,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
7,Igor Gomes,100084,4,276,True,0.9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
7,Paulinho Bóia,100333,5,286,True,1.8,0,2,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
7,Yuri Alberto,100652,5,285,True,-0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
7,Matheus Henrique,100742,4,284,True,2.0,0,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
7,Liziero,100761,4,276,True,0.6,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
7,Ronald,100969,4,356,True,1.4,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
7,Umberto Louzer,101077,6,292,True,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
7,Ferreira,101290,5,284,True,6.6,0,1,0,2,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
7,Guga,101319,2,282,True,1.7,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Lateral,lat
7,Pepê,101573,4,1371,True,8.1,0,6,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
7,Hugo Moura,101594,4,262,True,-1.7,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Meia,mei
7,Felipe Jonatan,101708,2,277,True,7.9,0,3,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
7,Matheuzinho,101727,2,262,True,0.1,1,3,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
7,Diego,101728,3,276,True,5.8,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
7,Pablo,101733,4,265,True,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
7,Guilherme Castilho,101798,4,286,True,1.2,0,2,3,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
7,Vitinho,101960,5,293,True,0.4,0,0,2,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Atacante,ata
7,Xavier,102067,4,264,True,0.0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
7,Mikael,102299,5,292,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Atacante,ata
7,Araos,102352,4,264,True,-0.8,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
7,Kelvyn,102464,2,354,True,1.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Lateral,lat
7,Kaio,102563,5,315,True,6.4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
7,Helinho,102598,5,280,True,6.4,0,1,0,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
7,Terans,102878,4,293,True,10.8,0,1,1,0,5,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
7,Sabino,102905,4,327,True,0.6,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Meia,mei
7,Matheus Teixeira,102907,1,265,True,2.5,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,Bahia,Goleiro,gol
7,Luan,102909,4,276,True,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
7,Lucas Ribeiro,103088,3,285,True,-1.7,1,1,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Zagueiro,zag
7,Éderson,103099,4,356,True,0.0,1,0,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
7,Eric Ramires,103295,4,280,True,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Meia,mei
7,Kaio Jorge,103445,5,277,True,5.4,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
7,Ignácio,103523,3,315,True,8.2,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chapecoense,Zagueiro,zag
7,Gabriel Menino,103767,4,275,True,3.4,0,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Meia,mei
7,Hernán Crespo,103912,6,276,True,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Técnico,tec
7,Sabino,104075,3,292,True,9.6,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sport,Zagueiro,zag
7,João Victor,104250,3,264,True,3.3,0,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Zagueiro,zag
7,João Lucas,104257,2,1371,True,-1.1,1,0,5,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cuiabá,Lateral,lat
7,Calegari,104276,2,266,True,5.4,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Lateral,lat
7,Vitor Mendes,104401,3,286,True,3.8,1,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Juventude,Zagueiro,zag
7,Christian,104502,4,293,True,2.3,0,1,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
7,Abner Vinícius,104513,2,293,True,-2.2,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Lateral,lat
