rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
8,Zaracho,100079,4,282,True,20.2,0,4,3,1,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,Atlético-MG,Meia,mei
8,Igor Gomes,100084,4,276,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
8,Pedrinho,100103,5,280,True,0.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
8,Lucas Venuto,100290,5,277,True,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
8,Paulinho Bóia,100333,5,286,True,12.7,0,2,1,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Juventude,Atacante,ata
8,Yuri Alberto,100652,5,285,True,4.2,0,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
8,Matheus Henrique,100742,4,284,True,1.2,0,2,2,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
8,Liziero,100761,4,276,True,-2.0,1,3,7,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
8,Ronald,100969,4,356,True,-0.3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
8,Felipe Marques,101054,5,1371,True,0.6,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
8,Umberto Louzer,101077,6,292,True,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
8,Ferreira,101290,5,284,True,4.1,0,0,0,6,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
8,Chrigor,101398,5,280,True,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
8,Thonny Anderson,101484,4,265,True,0.3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
8,Pepê,101573,4,1371,True,3.7,0,1,2,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
8,Hugo Moura,101594,4,262,True,-0.6,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Meia,mei
8,Luiz Henrique,101595,4,356,True,0.7,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
8,Felipe Jonatan,101708,2,277,True,7.8,0,2,0,1,13,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
8,Marrony,101717,5,282,True,6.6,0,1,1,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
8,Matheuzinho,101727,2,262,True,7.0,0,3,4,1,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
8,Diego,101728,3,276,True,5.9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
8,Guilherme Castilho,101798,4,286,True,5.3,0,4,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
8,Vitinho,101960,5,293,True,8.6,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Athlético-PR,Atacante,ata
8,Xavier,102067,4,264,True,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
8,Marquinhos,102292,5,264,True,1.0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Atacante,ata
8,Mikael,102299,5,292,True,0.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Atacante,ata
8,Rafael Elias,102302,5,1371,True,-0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
8,Kelvyn,102464,2,354,True,5.4,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ceará,Lateral,lat
8,Kaio Nunes,102563,5,315,True,1.1,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
8,Helinho,102598,5,280,True,1.9,0,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
8,Terans,102878,4,293,True,1.5,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
8,Sabino,102905,4,327,True,-1.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Meia,mei
8,Matheus Teixeira,102907,1,265,True,0.0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,Bahia,Goleiro,gol
8,Luan,102909,4,276,True,-1.2,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
8,Éderson,103099,4,356,True,15.7,0,6,1,4,12,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
8,Eric Ramires,103295,4,280,True,-0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Meia,mei
8,Kaio Jorge,103445,5,277,True,4.8,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
8,Ignácio,103523,3,315,True,8.7,0,4,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chapecoense,Zagueiro,zag
8,Neto,103706,4,282,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
8,Gabriel Menino,103767,4,275,True,2.3,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Meia,mei
8,Hernán Crespo,103912,6,276,True,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Técnico,tec
8,Sabino,104075,3,292,True,2.8,1,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Sport,Zagueiro,zag
8,Cléber,104125,5,354,True,-5.1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ceará,Atacante,ata
8,João Victor,104250,3,264,True,10.2,0,5,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Corinthians,Zagueiro,zag
8,Calegari,104276,2,266,True,2.9,0,4,5,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Lateral,lat
8,Vitor Mendes,104401,3,286,True,4.9,1,2,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Juventude,Zagueiro,zag
8,Christian,104502,4,293,True,-2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
8,Abner Vinícius,104513,2,293,True,-0.3,0,2,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Lateral,lat
8,Camilo,104519,4,1371,True,0.3,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
8,Vinícius Zanocelo,104521,4,277,True,1.9,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
8,Darlan,104593,4,284,True,-0.8,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
8,Heitor,104649,2,285,True,2.7,0,4,2,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Lateral,lat
8,Juan Vojvoda,104754,6,356,True,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Técnico,tec
8,Patrick de Lucca,105294,4,265,True,2.5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
8,Roni,105585,4,264,True,1.8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
8,Pedro Henrique,105840,3,285,True,0.2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Zagueiro,zag
8,Johnny,106002,4,285,True,-0.7,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
8,Sylvinho,106047,6,264,True,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Técnico,tec
8,Léo Pereira,106681,5,284,True,-0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
8,Rodrigo Nestor,106822,4,276,True,1.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
8,Danilo Gomes,106826,5,1371,True,1.8,1,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
8,Guedes,107013,4,315,True,-1.0,1,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Meia,mei
8,Gomes,107109,4,262,True,6.3,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Flamengo,Meia,mei
8,Natan,107110,3,280,True,6.5,0,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bragantino,Zagueiro,zag
8,Rodrigo Muniz,107112,5,262,True,5.6,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Flamengo,Atacante,ata
8,Patrick de Paula,107172,4,275,True,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Meia,mei
8,Max,107203,4,262,True,0.5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Meia,mei
8,Danilo,107231,4,275,True,9.6,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Palmeiras,Meia,mei
8,Victor Bobsin,107501,4,284,True,1.5,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
8,Caio Vidal,107745,5,285,True,-1.3,1,0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Internacional,Atacante,ata
8,Vanderson,107750,2,284,True,3.2,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
8,Felipe Felício,107898,5,282,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
8,Gabriel Lacerda,108176,3,354,True,4.5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ceará,Zagueiro,zag
8,Calebe,109461,4,282,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
8,Marcos Leonardo,109497,5,277,True,-0.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
8,Martinelli,109573,4,266,True,7.0,0,6,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
8,Renan,109963,3,275,True,7.8,0,7,2,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Zagueiro,zag
8,Abel Ferreira,110506,6,275,True,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Técnico,tec
8,Gabriel Pirani,110607,4,277,True,0.3,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
8,Gustavo Oliveira,110633,4,292,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Meia,mei
8,Vinícius Mello,110687,5,285,True,1.2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
8,Gabriel Teixeira,110760,4,266,True,3.3,0,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
8,Mancha,111279,2,315,True,1.8,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Lateral,lat
