rodada,clube_id,clube_nome,aversario_id,aversario_nome,gols_pro,gols_contra,jogo_id,data_realizacao,hora_realizacao,mandante
27,262,Flamengo,1371,Cuiabá,,,270392,,,True
27,275,Palmeiras,285,Internacional,,,270393,,,True
27,276,São Paulo,264,Corinthians,,,270394,,,True
27,327,América-MG,265,Bahia,,,270395,,,True
27,284,Grêmio,286,Juventude,,,270396,,,True
27,354,Ceará,280,Bragantino,,,270397,,,True
27,292,Sport,277,Santos,,,270398,,,True
27,293,Athletico-PR,266,Fluminense,,,270399,,,True
27,315,Chapecoense,356,Fortaleza,,,270400,,,True
27,373,Atlético-GO,282,Atlético-MG,,,270401,,,True
27,1371,Cuiabá,262,Flamengo,,,270392,,,False
27,285,Internacional,275,Palmeiras,,,270393,,,False
27,264,Corinthians,276,São Paulo,,,270394,,,False
27,265,Bahia,327,América-MG,,,270395,,,False
27,286,Juventude,284,Grêmio,,,270396,,,False
27,280,Bragantino,354,Ceará,,,270397,,,False
27,277,Santos,292,Sport,,,270398,,,False
27,266,Fluminense,293,Athletico-PR,,,270399,,,False
27,356,Fortaleza,315,Chapecoense,,,270400,,,False
27,282,Atlético-MG,373,Atlético-GO,,,270401,,,False
