rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
2,Zaracho,100079,4,282,True,9.4,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
2,Pedrinho,100103,5,280,True,3.4,1,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
2,Yuri Alberto,100652,5,285,True,-1.0,0,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
2,Gabriel Sara,100763,4,276,True,3.0,0,3,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
2,Lucas Araújo,100844,4,265,True,0.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
2,Esteves,100846,2,275,True,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Lateral,lat
2,Luan Cândido,100848,2,280,True,10.2,0,3,3,0,12,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,Bragantino,Lateral,lat
2,Conti,100943,3,265,True,1.2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Zagueiro,zag
2,Ronald,100969,4,356,True,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
2,Nonato,100987,4,285,True,-0.8,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
2,Felipe Marques,101054,5,1371,True,0.3,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
2,Umberto Louzer,101077,6,292,True,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
2,Ademir,101314,5,327,True,2.2,0,1,2,4,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
2,Bruno Silva,101422,5,315,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
2,Danilo Boza,101431,3,277,True,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Zagueiro,zag
2,Pepê,101573,4,1371,True,5.1,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
2,Luiz Henrique,101595,4,356,True,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
2,Felipe Jonatan,101708,2,277,True,-0.2,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
2,Alerrandro,101715,5,280,True,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
