rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
5,Zaracho,100079,4,282,True,0.6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
5,Paulinho Bóia,100333,5,286,True,-0.9,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
5,Yuri Alberto,100652,5,285,True,1.7,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Internacional,Atacante,ata
5,Liziero,100761,4,276,True,6.1,0,5,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
5,Gabriel Sara,100763,4,276,True,-1.4,1,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
5,Conti,100943,3,265,True,7.0,0,3,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bahia,Zagueiro,zag
5,Nonato,100987,4,285,True,1.2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
5,Hélio,101051,5,354,True,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Atacante,ata
5,Umberto Louzer,101077,6,292,True,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Técnico,tec
5,Ademir,101314,5,327,True,-2.0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,América-MG,Atacante,ata
5,Guga,101319,2,282,True,0.7,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Lateral,lat
5,Chrigor,101398,5,280,True,7.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bragantino,Atacante,ata
5,Bruno Silva,101422,5,315,True,-0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
5,Danilo Boza,101431,3,277,True,5.9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Santos,Zagueiro,zag
5,Thonny Anderson,101484,4,265,True,1.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
5,Luiz Henrique,101595,4,356,True,-1.9,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
5,Felipe Jonatan,101708,2,277,True,7.5,0,4,2,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
5,Matheuzinho,101727,2,262,True,9.5,0,6,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
5,Diego,101728,3,276,True,-1.4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
5,Guilherme Castilho,101798,4,286,True,-0.3,1,0,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
5,Vitinho,101960,5,293,True,1.0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Atacante,ata
5,Marquinhos,102292,5,292,True,3.9,0,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Atacante,ata
5,Caio Paulista,102318,5,266,True,6.4,0,1,2,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Fluminense,Atacante,ata
5,Araos,102352,4,264,True,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
5,Kelvyn,102464,2,354,True,-0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Lateral,lat
5,Helinho,102598,5,280,True,7.9,0,1,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
5,Terans,102878,4,293,True,-1.0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
5,Sabino,102905,4,327,True,-0.1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Meia,mei
5,Matheus Teixeira,102907,1,265,True,9.0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,Bahia,Goleiro,gol
5,Lucas Ribeiro,103088,3,285,True,-0.3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Zagueiro,zag
5,Éderson,103099,4,356,True,2.1,0,1,1,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Meia,mei
5,Eric Ramires,103295,4,280,True,9.9,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bragantino,Meia,mei
5,Kaio Jorge,103445,5,277,True,5.4,1,0,3,2,6,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
